iter	Passed	Remaining
584	14545	10318
585	14570	10293
586	14595	10268
587	14619	10243
588	14650	10223
589	14679	10200
590	14708	10179
591	14736	10156
592	14767	10135
593	14796	10113
594	14824	10090
595	14854	10068
596	14880	10044
597	14906	10021
598	14935	9998
599	14961	9974
600	14987	9950
601	15012	9925
602	15037	9900
603	15064	9876
604	15118	9870
605	15145	9847
606	15173	9824
607	15205	9803
608	15242	9786
609	15271	9763
610	15298	9739
611	15327	9717
612	15356	9694
613	15384	9671
614	15412	9648
615	15439	9624
616	15466	9600
617	15492	9576
618	15520	9553
619	15549	9530
620	15584	9511
621	15615	9489
622	15641	9465
623	15667	9440
624	15692	9415
625	15717	9390
626	15740	9364
627	15766	9339
628	15790	9313
629	15815	9288
630	15840	9263
631	15872	9242
632	15894	9215
633	15918	9189
634	15944	9165
635	15978	9144
636	16022	9130
637	16046	9104
638	16071	9079
639	16095	9053
640	16119	9027
641	16142	9001
642	16171	8978
643	16197	8953
644	16224	8929
645	16266	8914
646	16292	8889
647	16319	8864
648	16345	8840
649	16370	8815
650	16395	8789
651	16420	8764
652	16454	8743
653	16498	8728
654	16533	8708
655	16559	8683
656	16583	8657
657	16608	8632
658	16641	8611
659	16673	8589
660	16708	8569
661	16745	8549
662	16778	8528
663	16810	8506
664	16844	8485
665	16876	8463
666	16907	8440
667	16942	8420
668	16974	8398
669	17013	8379
670	17044	8357
671	17072	8333
672	17102	8309
673	17163	8301
674	17195	8279
675	17242	8264
676	17289	8248
677	17323	8227
678	17357	8205
679	17389	8183
680	17417	8158
681	17443	8133
682	17469	8107
683	17495	8082
684	17523	8058
685	17550	8033
686	17577	8008
687	17603	7983
688	17630	7958
689	17657	7933
690	17684	7908
691	17713	7884
692	17742	7859
693	17768	7834
694	17795	7809
695	17820	7783
696	17845	7757
697	17868	7731
698	17894	7705
699	17919	7679
700	17944	7653
701	17968	7627
702	17994	7602
703	18019	7576
704	18048	7552
705	18073	7526
706	18097	7500
707	18123	7474
708	18147	7448
709	18172	7422
710	18197	7396
711	18223	7371
712	18249	7345
713	18277	7321
714	18315	7300
715	18340	7274
716	18366	7249
717	18389	7222
718	18415	7197
719	18441	7171
720	18468	7146
721	18494	7121
722	18522	7096
723	18548	7071
724	18575	7046
725	18601	7020
726	18626	6994
727	18651	6968
728	18675	6942
729	18700	6916
730	18723	6890
731	18748	6864
732	18773	6838
733	18797	6812
734	18822	6786
735	18846	6760
736	18870	6733
737	18894	6707
738	18919	6682
739	18944	6656
740	18970	6630
741	18996	6605
742	19020	6578
743	19044	6553
744	19070	6527
745	19095	6501
746	19118	6475
747	19142	6449
748	19166	6423
749	19191	6397
750	19215	6371
751	19243	6346
752	19270	6321
753	19294	6295
754	19332	6273
755	19357	6247
756	19381	6221
757	19409	6196
758	19434	6170
759	19458	6144
760	19483	6119
761	19508	6093
762	19534	6067
763	19562	6042
764	19587	6017
765	19610	5990
766	19635	5964
767	19659	5938
768	19684	5912
769	19708	5887
770	19733	5861
771	19758	5835
772	19782	5809
773	19806	5783
774	19830	5757
775	19854	5731
776	19877	5705
777	19902	5679
778	19925	5652
779	19949	5626
780	19974	5601
781	19999	5575
782	20023	5549
783	20049	5523
784	20073	5497
785	20096	5471
786	20120	5445
787	20144	5419
788	20168	5393
789	20191	5367
790	20215	5341
791	20239	5315
792	20263	5289
793	20287	5263
794	20310	5237
795	20348	5214
796	20376	5190
797	20400	5163
798	20423	5137
799	20446	5111
800	20473	5086
801	20501	5061
802	20528	5036
803	20557	5011
804	20583	4986
805	20612	4961
806	20640	4936
807	20665	4910
808	20690	4884
809	20715	4859
810	20739	4833
811	20764	4807
812	20789	4781
813	20818	4756
814	20845	4731
815	20871	4706
816	20895	4680
817	20921	4654
818	20945	4629
819	20971	4603
820	20996	4577
821	21020	4551
822	21043	4525
823	21069	4500
824	21094	4474
825	21123	4449
826	21155	4425
827	21199	4403
828	21229	4379
829	21266	4355
830	21294	4330
831	21320	4305
832	21347	4279
833	21387	4256
834	21421	4232
835	21452	4208
836	21480	4183
837	21505	4157
838	21531	4131
839	21556	4105
840	21582	4080
841	21608	4054
842	21632	4028
843	21657	4002
844	21681	3977
845	21707	3951
846	21732	3925
847	21756	3899
848	21781	3873
849	21805	3848
850	21828	3821
851	21853	3796
852	21877	3770
853	21901	3744
854	21925	3718
855	21949	3692
856	21974	3666
857	21998	3640
858	22024	3615
859	22048	3589
860	22072	3563
861	22095	3537
862	22120	3511
863	22144	3485
864	22167	3459
865	22191	3433
866	22215	3407
867	22239	3382
868	22264	3356
869	22293	3331
870	22323	3306
871	22350	3280
872	22398	3258
873	22427	3233
874	22454	3207
875	22481	3182
876	22506	3156
877	22534	3131
878	22559	3105
879	22584	3079
880	22608	3053
881	22631	3027
882	22654	3001
883	22678	2975
884	22702	2950
885	22726	2924
886	22750	2898
887	22775	2872
888	22799	2846
889	22822	2820
890	22845	2794
891	22869	2769
892	22894	2743
893	22918	2717
894	22943	2691
895	22968	2666
896	22994	2640
897	23024	2615
898	23050	2589
899	23076	2564
900	23101	2538
901	23127	2512
902	23153	2487
903	23180	2461
904	23208	2436
905	23239	2411
906	23280	2387
907	23325	2363
908	23359	2338
909	23389	2313
910	23436	2289
911	23466	2264
912	23491	2238
913	23531	2214
914	23578	2190
915	23607	2164
916	23636	2139
917	23666	2114
918	23693	2088
919	23722	2062
920	23748	2037
921	23773	2011
922	23804	1985
923	23862	1962
924	23889	1937
925	23915	1911
926	23949	1885
927	23982	1860
928	24018	1835
929	24063	1811
930	24100	1786
931	24144	1761
932	24183	1736
933	24218	1711
934	24250	1685
935	24285	1660
936	24317	1634
937	24351	1609
938	24380	1583
939	24407	1557
940	24438	1532
941	24478	1507
942	24508	1481
943	24541	1455
944	24571	1430
945	24603	1404
946	24637	1378
947	24675	1353
948	24709	1327
949	24744	1302
950	24781	1276
951	24809	1250
952	24838	1224
953	24866	1199
954	24893	1173
955	24921	1147
956	24949	1121
957	24975	1094
958	25004	1068
959	25030	1042
960	25058	1016
961	25084	990
962	25110	964
963	25137	938
964	25165	912
965	25195	886
966	25221	860
967	25252	834
968	25282	808
969	25308	782
970	25334	756
971	25362	730
972	25388	704
973	25421	678
974	25455	652
975	25499	627
976	25528	600
977	25557	574
978	25585	548
979	25611	522
980	25660	496
981	25699	471
982	25727	444
983	25752	418
984	25777	392
985	25802	366
986	25827	340
987	25851	313
988	25875	287
989	25899	261
990	25923	235
991	25953	209
992	25978	183
993	26003	156
994	26028	130
995	26054	104
996	26079	78
997	26105	52
998	26131	26
999	26160	0
