iter	Passed	Remaining
404	9253	13594
405	9278	13574
406	9302	13554
407	9326	13533
408	9351	13512
409	9377	13494
410	9402	13475
411	9427	13454
412	9452	13434
413	9476	13413
414	9501	13393
415	9525	13372
416	9549	13350
417	9572	13327
418	9595	13304
419	9621	13286
420	9644	13264
421	9667	13240
422	9690	13218
423	9713	13196
424	9737	13174
425	9760	13151
426	9782	13127
427	9806	13106
428	9829	13083
429	9855	13064
430	9878	13041
431	9902	13019
432	9925	12997
433	9948	12974
434	9973	12954
435	9996	12931
436	10018	12907
437	10041	12884
438	10080	12882
439	10105	12861
440	10128	12839
441	10151	12815
442	10174	12792
443	10197	12769
444	10219	12745
445	10241	12721
446	10264	12698
447	10287	12675
448	10313	12656
449	10335	12632
450	10359	12610
451	10382	12587
452	10405	12564
453	10427	12540
454	10450	12517
455	10472	12493
456	10497	12472
457	10518	12447
458	10544	12428
459	10567	12405
460	10591	12383
461	10613	12359
462	10636	12335
463	10658	12312
464	10682	12290
465	10704	12266
466	10727	12243
467	10750	12220
468	10776	12200
469	10801	12180
470	10825	12158
471	10849	12136
472	10872	12113
473	10895	12090
474	10919	12068
475	10943	12046
476	10966	12023
477	10993	12005
478	11015	11981
479	11039	11959
480	11061	11935
481	11084	11912
482	11107	11889
483	11130	11866
484	11153	11843
485	11176	11820
486	11201	11799
487	11224	11776
488	11247	11753
489	11270	11730
490	11292	11706
491	11315	11683
492	11338	11660
493	11363	11639
494	11386	11616
495	11411	11595
496	11437	11575
497	11461	11553
498	11484	11530
499	11508	11508
500	11532	11486
501	11555	11463
502	11578	11440
503	11600	11416
504	11626	11395
505	11649	11373
506	11673	11350
507	11696	11328
508	11720	11305
509	11743	11282
510	11765	11259
511	11790	11238
512	11813	11215
513	11837	11192
514	11862	11171
515	11884	11147
516	11908	11124
517	11932	11102
518	11956	11081
519	11981	11060
520	12005	11037
521	12029	11015
522	12054	10994
523	12080	10974
524	12104	10951
525	12129	10930
526	12156	10910
527	12180	10888
528	12205	10866
529	12229	10844
530	12252	10822
531	12277	10800
532	12302	10778
533	12326	10757
534	12352	10736
535	12376	10714
536	12399	10691
537	12423	10668
538	12449	10647
539	12473	10625
540	12499	10604
541	12525	10583
542	12549	10561
543	12573	10539
544	12597	10516
545	12619	10493
546	12642	10469
547	12664	10446
548	12689	10424
549	12713	10402
550	12739	10381
551	12762	10358
552	12787	10336
553	12814	10316
554	12838	10294
555	12862	10271
556	12886	10248
557	12910	10226
558	12937	10206
559	12960	10183
560	12984	10160
561	13009	10138
562	13036	10118
563	13059	10095
564	13082	10072
565	13105	10048
566	13128	10025
567	13153	10004
568	13180	9984
569	13204	9961
570	13228	9938
571	13253	9916
572	13277	9894
573	13301	9872
574	13326	9849
575	13350	9827
576	13379	9808
577	13404	9786
578	13428	9764
579	13452	9741
580	13476	9718
581	13501	9696
582	13525	9674
583	13549	9651
584	13571	9627
585	13595	9604
586	13621	9583
587	13650	9564
588	13675	9542
589	13700	9520
590	13724	9498
591	13749	9476
592	13777	9455
593	13802	9434
594	13827	9412
595	13852	9389
596	13876	9367
597	13902	9345
598	13927	9323
599	13951	9301
600	13977	9279
601	14001	9256
602	14026	9234
603	14052	9213
604	14076	9190
605	14102	9168
606	14125	9145
607	14149	9122
608	14172	9099
609	14196	9076
610	14219	9052
611	14243	9030
612	14266	9007
613	14291	8984
614	14316	8962
615	14341	8939
616	14366	8917
617	14391	8895
618	14416	8873
619	14440	8850
620	14465	8828
621	14492	8807
622	14517	8784
623	14540	8761
624	14562	8737
625	14585	8713
626	14607	8690
627	14631	8666
628	14656	8644
629	14681	8622
630	14712	8603
631	14737	8581
632	14764	8560
633	14789	8537
634	14813	8514
635	14836	8491
636	14859	8467
637	14882	8444
638	14907	8421
639	14931	8399
640	14955	8375
641	14978	8352
642	15001	8329
643	15026	8306
644	15051	8284
645	15077	8262
646	15103	8240
647	15129	8218
648	15153	8195
649	15178	8172
650	15203	8150
651	15227	8127
652	15251	8104
653	15275	8081
654	15297	8057
655	15320	8034
656	15346	8011
657	15372	7989
658	15398	7967
659	15422	7945
660	15448	7922
661	15474	7900
662	15499	7878
663	15524	7855
664	15578	7847
665	15602	7824
666	15626	7801
667	15650	7778
668	15674	7755
669	15700	7732
670	15725	7710
671	15751	7688
672	15779	7667
673	15805	7644
674	15831	7622
675	15856	7599
676	15880	7576
677	15905	7553
678	15929	7530
679	15952	7507
680	15975	7483
681	16000	7460
682	16025	7437
683	16049	7414
684	16071	7390
685	16096	7367
686	16121	7344
687	16145	7321
688	16169	7298
689	16194	7275
690	16219	7252
691	16243	7229
692	16268	7206
693	16291	7183
694	16315	7160
695	16338	7136
696	16360	7112
697	16383	7088
698	16406	7065
699	16431	7041
700	16456	7019
701	16482	6996
702	16507	6974
703	16531	6950
704	16555	6927
705	16580	6904
706	16604	6881
707	16627	6857
708	16651	6834
709	16676	6811
710	16702	6788
711	16726	6765
712	16750	6742
713	16777	6720
714	16801	6697
715	16826	6674
716	16851	6651
717	16875	6628
718	16902	6605
719	16926	6582
720	16950	6559
721	16973	6535
722	16996	6511
723	17018	6487
724	17044	6465
725	17069	6442
726	17093	6418
727	17116	6395
728	17142	6372
729	17166	6349
730	17192	6326
731	17216	6303
732	17241	6280
733	17264	6256
734	17287	6232
735	17310	6209
736	17336	6186
737	17362	6163
738	17386	6140
739	17410	6117
740	17433	6093
741	17458	6070
742	17484	6047
743	17511	6025
744	17536	6002
745	17563	5980
746	17588	5957
747	17614	5934
748	17640	5911
749	17665	5888
750	17690	5865
751	17715	5842
752	17738	5818
753	17764	5795
754	17789	5772
755	17812	5748
756	17835	5725
757	17859	5701
758	17881	5677
759	17903	5653
760	17926	5629
761	17949	5606
762	17973	5582
763	17997	5559
764	18024	5537
765	18050	5514
766	18075	5491
767	18101	5468
768	18126	5444
769	18159	5424
770	18183	5400
771	18207	5377
772	18231	5353
773	18257	5330
774	18280	5307
775	18304	5283
776	18329	5260
777	18354	5237
778	18380	5214
779	18406	5191
780	18432	5168
781	18457	5145
782	18483	5122
783	18510	5099
784	18535	5076
785	18560	5053
786	18585	5030
787	18611	5007
788	18636	4984
789	18662	4960
790	18688	4938
791	18714	4914
792	18740	4891
793	18767	4869
794	18792	4845
795	18818	4822
796	18843	4799
797	18869	4776
798	18896	4753
799	18919	4729
800	18945	4706
801	18970	4683
802	18996	4660
803	19022	4637
804	19047	4613
805	19072	4590
806	19099	4567
807	19125	4544
808	19155	4522
809	19179	4498
810	19204	4475
811	19230	4452
812	19254	4428
813	19279	4405
814	19305	4382
815	19331	4359
816	19357	4335
817	19381	4312
818	19404	4288
819	19427	4264
820	19451	4240
821	19475	4217
822	19500	4193
823	19526	4170
824	19551	4147
825	19575	4123
826	19598	4099
827	19621	4076
828	19645	4052
829	19669	4028
830	19692	4004
831	19716	3981
832	19740	3957
833	19767	3934
834	19790	3910
835	19812	3886
836	19836	3862
837	19859	3839
838	19882	3815
839	19906	3791
840	19930	3768
841	19956	3744
842	19983	3721
843	20010	3698
844	20034	3675
845	20058	3651
846	20083	3627
847	20107	3604
848	20133	3580
849	20158	3557
850	20185	3534
851	20209	3510
852	20232	3486
853	20255	3462
854	20279	3439
855	20303	3415
856	20326	3391
857	20351	3368
858	20375	3344
859	20402	3321
860	20427	3297
861	20452	3274
862	20477	3250
863	20501	3227
864	20525	3203
865	20549	3179
866	20573	3155
867	20597	3132
868	20623	3108
869	20647	3085
870	20671	3061
871	20696	3037
872	20721	3014
873	20750	2991
874	20775	2967
875	20799	2944
876	20826	2920
877	20850	2897
878	20874	2873
879	20897	2849
880	20920	2825
881	20944	2802
882	20968	2778
883	20991	2754
884	21066	2737
885	21091	2713
886	21115	2690
887	21138	2666
888	21161	2642
889	21184	2618
890	21207	2594
891	21230	2570
892	21254	2546
893	21281	2523
894	21309	2500
895	21334	2476
896	21372	2454
897	21397	2430
898	21422	2406
899	21445	2382
900	21468	2358
901	21493	2335
902	21520	2311
903	21545	2288
904	21570	2264
905	21594	2240
906	21618	2216
907	21643	2192
908	21667	2169
909	21691	2145
910	21717	2121
911	21743	2098
912	21769	2074
913	21794	2050
914	21817	2026
915	21840	2002
916	21862	1978
917	21885	1954
918	21909	1931
919	21933	1907
920	21959	1883
921	21983	1859
922	22009	1836
923	22032	1812
924	22055	1788
925	22078	1764
926	22103	1740
927	22127	1716
928	22154	1693
929	22180	1669
930	22205	1645
931	22237	1622
932	22263	1598
933	22287	1574
934	22312	1551
935	22337	1527
936	22363	1503
937	22389	1479
938	22415	1456
939	22440	1432
940	22464	1408
941	22489	1384
942	22515	1360
943	22538	1337
944	22561	1313
945	22584	1289
946	22609	1265
947	22633	1241
948	22657	1217
949	22681	1193
950	22704	1169
951	22727	1145
952	22752	1122
953	22778	1098
954	22805	1074
955	22831	1050
956	22857	1027
957	22886	1003
958	22911	979
959	22935	955
960	22960	931
961	22984	907
962	23009	884
963	23034	860
964	23060	836
965	23085	812
966	23109	788
967	23133	764
968	23157	740
969	23181	716
970	23205	693
971	23229	669
972	23256	645
973	23284	621
974	23313	597
975	23341	573
976	23373	550
977	23399	526
978	23425	502
979	23452	478
980	23483	454
981	23511	430
982	23537	407
983	23564	383
984	23589	359
985	23616	335
986	23641	311
987	23667	287
988	23693	263
989	23719	239
990	23745	215
991	23769	191
992	23792	167
993	23815	143
994	23839	119
995	23863	95
996	23886	71
997	23912	47
998	23937	23
999	23962	0
